comentario;titulo;etiqueta
No cabe el cargador y la Nintendo a la vez. E l estuche ha resultado poco ancho.;Funda estrecha;negativo
Buena calidad. Es original. La talla perfecta;Gran calidad;positivo
El libro era lo esperado , la entrega por parte del vendedor no fue la esperada , falta de información;Falta de información;negativo
Es pequeño pero la verdad que muy bonito;Reloj de pared para cocina;negativo
La bolsa está muy bien, cumple su función. Me parece un poco cara pero supongo que gran parte del precio se va en el diseño (algo más oscuro de como se ve en la foto). Lo que no me ha gustado es la bolsita que viene para guardarla. Tiene la cremallera muy pequeña y cuesta guardarla y sacarla. Salvo por ese detalle estoy contenta con la compra.;Un poco caro pero funcional;neutro
Buena lámpara para leer;Y se hizo La Luz;positivo
muy bueno funcional y evita el polvo;cubre tecla;positivo
Se adapta bien y hace su labor;es funcional;positivo
Fantástico producto, una forma de sonorizar luces de casa a bajo coste;Fantástico producto;positivo
Estuche muy bonito y amplio, sólo que una cremallera de un compartimento estaba un poco defectuosa y no abre y cierra con tanta facilidad;Katty;negativo
LO MANDO PERO NUNCA LLEGO;LO MANDO PERO NUNCA LLEGO;negativo
El material del chasis no està forjado con buen material.. La ORGURA para introducir el tubo es pequeña y tienes que FORZAR demasiado la entrada hasta el punto de limarse el plàstico del mismo tubo;Mejorar el chasis;negativo
Pese a los accesorios que incluye para su colocación creo que esta no es óptima. Pese a ello muy cuidado el embalaje y el acabado y, por supuesto, cumple su función. Si lo que quieres evitar es perder sensibilidad táctil quizás esto sea lo más cercano a no tener protector.;Buen producto;negativo
La verdad es que es pronto para dar la opinión pues es un producto que da resultado a largo plazo pero tengo confianza que sea efectivo;Espero Qué me rebaje el colesterol;neutro
Me ha gustado pero pensaba que era más grande en relación calidad precio un poco caro es pequeño!;Casi;neutro
Cuando lleva un mes aproximadamente se empieza a despegar por una esquina.;Como todas;positivo
Ola ! Informé el 9 de agosto 2018 que mi pedido incluia 2 paquetes. Sin embargo en el entrega solo habia 1 paquete. No he tenido una respuesta !;problemo pedido;negativo
Las brochas grandes no están nada mal pero las brochas pequeñas no cogen demasiado pigmento. Para el precio que tienen, buenas para darles bastante guerra;Nada mal;negativo
Llegó puntual pero totalmente he. La empresa de transporte que usan me confirmó que no cuidan lo que no lleve etiqueta de frágil. Al reclamar me respondieron enseguida diciendo que me enviarian otro. Doce dias después aún estoy esperando y no me han vuelto a contactar. No recomiendo comprar cosas frágiles.;Pedí un mineral y me llegó hecho añicos;negativo
Lo utilizo en trabajo. Funciona perfectamente;Funcciona;positivo
Tamaño y material adecuados. Cogí el gris claro y es mas bien tirando a un gris azulado;👍;negativo
Rapida entrega pero instrucciones en ingles;Protector pantalla Canon D 80;negativo
Hola quiero ponerme en contacto con el vendedor o con Amazon por un problema que tengo con el pedido de rotura y falta de piezas, no se como hacerlo solo me da la opción de devolución y yo solo quiero que me envíen lo que falta. Alguien puede ayudarme;Reposición piezas;negativo
La fresa más gruesa con forma de cilindro cumple bien su función: rebaja de forma uniforme la madera y no la quema. Ha he comparado con otra de marca Dremel, y esta es tan resolutiva con la de la famosa marca. La gruesa con punta redondeada quema la madera, no me convence. Las otras las he probado muy poco, son para detalles.;Bien.;negativo
No funciona el cable de conexión con el ordenador;Bien;negativo
Sé que siendo de poliespan no podemos pedir más pero para el público que es es poco resistente. Antes de romperse funcionaba muy bien.;Poco resistente;neutro
Me ha gustado mucho, es muy bonita y vistosa, llegò en perfecto estado pero en la descripción ponía que incluía un forro a juego, y a mì no me llegado nada...;BONITA APARIENCIA;positivo
espero que pese bien, por lo menos siempre es el mismo peso cuando repito. Simple, no ocupa, no me quejo;good;negativo
Esta bien pero sigue siendo una funda demasiado fina para exterior, más bien recomiendo la funda para garaje, ahí si cumplirá.;Bien pero demasiado fina para exterior;positivo
Me ha encantado la ocarina. Los acabados y la sonoridad mucho mejores de lo que me imaginaba. Trae un pequeño libro con la posición de las notas y alguna canción que es muy útil.;Preciosa;negativo
Muy buena atención del proveedor.;Bonito y práctico;positivo
Después de que se cumplió el plazo de la entrega del pedido y al no haver recibido el articulo, he tenido que reclamar el dinero, el cual me fue reembolsado.;Articulo no resibido;negativo
Esta bien y la entrega correcta.;Bien, correcto;positivo
Pensé que iba hacer menos ruido. No quita los olores... Bastante grande.;Fácil manejo;negativo
A ni mujer le ha encantado. La calidad es básica pero para verano es una tela muy fina y fresca. Queda muy bien y de hecho se ha comprado otro de otro color. De talla ella usa una 38 y le queda como un guante la S. El anterior le cogí una M y le viene más holgado. Eso va por gustos. Por cierto me llegó los dos vestidos mucho antes de la fecha prevista,unos 15 días antes.;Muy contento;positivo
La tela es gruesa pero cómoda . El color tal cual la foto. Mi sofá es un poco más pequeño q la medida de la funda pero es cuestión de ajustarlo uno un poco más.;Buena funda;negativo
Se ha averiado de Febrero a ahora. Le llega alimentación. Los LEDs infrarrojos funcionan, pero no sale señal de video compuesto.;Averia;negativo
De momento aun no lo he recibido. Me dijeron que llegaba el día 12, después del 13 al 15 y actualmente próximamente.;Pedido aun no recibido;negativo
lo conectas al mando y no funciona, es ridículo, va por su cuenta no tiene ningún uso real como mando;no sirve;negativo
Lo unico no deseable es que al pegarse quedan burbujas y cuestan de salir.;Poco practica;negativo
La foto de venta transmite mucha elegancia, pero la realidad es que es pequeña y con sensación muy plasticosa y de poca resistencia al tiempo.;Plasticoso;negativo
Buena compra aunque tardo mas de lo esperado Tenia entrega prime y tardo tres o cuatro dias por lo demas todo correcto;Alvaro;positivo
Contiene 2 botes vacios y muy pocos sobres. Un maletín grande con poco contenido.;Maletin con poco contenido;negativo
La mira láser no está, y da la sensación de que el producto me ha llegado abierto por que el silenciador es imposible ponerlo, es puro plástico y no hay rosca ni nada, se ve el borde del silenciador agrietado pues parece que ya fue puesto previamente y se rompió... no entiendo. Las gafas de protección tampoco vienen. La linterna que se ve en la foto y en la caja tampoco está, en fin. Bastante descontento, estoy pensando si devolverlo.;Viene incompleto y mal, pero por el precio...;negativo
No especifica que si cargas 4 pilas de AA solo las carga a 500. Si es una sola a 2000;No Max potencia con 4 pilas;negativo
El protector está muy bien y se ajusta bien a la pantalla. No se despega de los bordes con lo cual la pantalla está bien protegida. La pega que tiene es que la pantalla es un poco rara, tiene puntos y tiene como manchas o algo así.;Producto adecuado aunque de baja calidad.;neutro
La relación calidad/precio es buena, aunque dado su precio, no se puede pedir más;Para gente bajita como yo;positivo
No puedo opinar ya que el vendedor nunca envio el articulo asi que vendedor falso.;El vendedor no envio el articulo;negativo
Pedí dos unidades, una perfecta la otra ya venía la tapa suelta, y realmente no tapa bien, me derrama el café, una pena;Una taza termo defectuosa;negativo
La funda cumple con la descripción e imágenes del producto, lo único lo recomiendo que sea para un sofá que tenga esas medidas ya de lo contrario. O quedará tan bien colocado, aunque sean solo 5 cm de diferencia es mejor que sea la medida exacta, yo lo compré por mis perros y muy contento se limpia enseguida, ya que impermeable y los pelos igualmente;Buen producto;positivo
La pieza es CARISIMA pero es lo que hay. En costes de producción no vale más de 6 centimos, pero o la compras o te compras otra lavadora. Desde el punto de vista funcional, es perfecta. OJO que lleva un par de muelles y es importante que ajusten bien. Para esto mi recomendación es que le saques unas cuantas fotos antes. Suerte.;OJO CON LOS MUELLES;negativo
Va genial. Lo único que veo mal es el precio. Es caro.;Perfecto para impresoras Brother;positivo
La manguera es bastante endeble y de muy poco espesor;tubo de riego 16 mm;negativo
Bombillas mala calidad, no aguantaron seis meses...;No otra véz;negativo
A los pocos minutos de encenderlo ya notas que empieza a calentarse la habitación. Mi comedor tiene unos 30m, es abierto y lo calienta sin problemas. Para mi gusto le falta mando a distancia y ruedas para poder llevarlo a otras habitaciones sin tener que cargar con el.;Calienta rapido;negativo
Están muy logradas. Las volvería a comprar, y eso que no soy de flores artificial, pero estas dan muy bien el pego;Preciosas. Merecen la pena;neutro
Al cabo de año y medio han muerto, aunque entre medias se han ido fundiendo muchos leds. No merece la pena;Solo 1 año de garantia;negativo
todos llegaron deformados y rotos;artículos en mal estado;negativo
Perfectos. Me encanta el diseńo la textura y como cortan. La base es bastante más robusta de lo que pensaba así que se mantiene en pie fácilmente. Muy recomendable la verdad.;José maria;positivo
Me ha gustado. Buena protección. Tamaño perfecto. Todo bien. Y el precio magnifico.;Buen producto. Se ve una funda buena;positivo
La tarjeta está bien hecha, tiene un punto premium que no decepcionará al comprador, su envío es muy rápido.;Bien hecha.;negativo
El Casco está muy bueno, cumple mis expectativas 100%. Si hay que ponerle un pero, es que cuando vas en el patinete, el aire entra por los orificios y suena un poco, pero nada alarmante, lo recomiendo completamente;Perfecto;positivo
Hay que apretar mucho las teclas;Funciona regular. No lo recomiendo;negativo
Funda de buena calidad con un tacto suave que se adapta perfectamente al iPad mini, muy recomendable, la volvería a comprar;Buena relación calidad precio;positivo
Me esperaba algo más, no tiene nada de texto y el brillo se va muy rápido... No me ha gustado;Decepción me esperaba algo mejor;negativo
No fue lo que esperaba, a pesar de que me he tomado las pastillas como indica en el reverso, no siento ningún efecto positivo;No fue lo que esperaba;negativo
un regalazo perfecto... es muy fuerte y las ruedas también, que es lo más importante, ya que son la base del carro.;mejor imposible;positivo
Alumbran mucho, si viajas de noche son 100% recomendables. Tienes que poner el faro en la posición mas baja para no deslumbrar a otros conductores, pero merece la pena por seguridad tenerlas instaladas. Otra cosa es pasar la ITV... que habrá que desmontarlas para evitar problemas.;genial;negativo
Creo que hay mejores opciones de afeitado para maquina pero esta no esta mal;Funcional;negativo
Me gusta todo excepto la luz que desprende si lo tienes cerca cuando duermes puede molestar;Que puedes cargar todo;neutro
es super nutritivo. para mi piel, y para quien la tenga que suda con todo lo que se pone, mejor para el invierno. pero esta muy bien.;muy denso para mi;neutro
Para mi lo más importante, son sus prestaciones y tamaño (muy adecuado al tamaño grande de mi mano).;Gran diseño;negativo
El libro en si da algún consejo interesante testado personalmente por el autor , al final es su opinión que en algunos casos comparto y en otros no , al final hay muchas maneras de hacer las cosas y lo que a alguien le pueda funcionar a otro no .Asi que es algo relativo todo lo que cuenta , pero te da otro punto de vista;Es su opinión;negativo
No vale para hacer las papillas, en cuanto la leche empieza a estar algo espesa, se frena y deja de girar. Intentaré usarla para otras cosas, pero no fue una compra acertada para mi caso en concreto.;Cris;negativo
La carpa es fácil de montar , la compré en teoría en buenas condiciones pero una raja de unos 5 centímetros. No me dio solución en vendedor ya que la compre por amazon. Una pena;Vendedor poco cuidadoso;negativo
El Jamonero muy bien..;Todo bien;positivo
Se supone que el cable es blanco pero en realidad llego amarillo, lo demás bien, cumple su cometido;El color del cable no corresponde al solicitado;negativo
Rapidez y buen acabafo;Perfecto;positivo
Fuerte y buenos acabados perfecta para un niño de primero de primaria, justo para un cuaderno grande y la merienda;Tamaño perfecto;negativo
Mas pequeño de lo que esperaba y no se parece al producto de la foto. Ina decepcion;Decepcionante;negativo
Sin problemas, el producto ha cumplido con la función deseada, al niño le gusta que es la parte importante y la fecha de caducidad es de un año vista lo volvería a comprar. Sin ninguna pega reseñable.;Nada mal;negativo
Las fechas de entrega de AMAZON no eran las correctas deso solo las 3 estrellas revisen eso ☺ ☺ ☺;Falta de puntualidad;negativo
sencillo y facil de instalar viene con todo lo necesario para instalarlo en escasos 10 minutos.;sencillo y facil de instalar;positivo
EstN bien pero sol van dos. Un poco cara para solo dos luces. Pense que vendrian mas, la luz no es blanca es tono amarillo, pero queda muy bien;Estan bien;negativo
El espejo en sí es pequeño, pero t acostumbras, son fáciles de montar, y quizás por eso también de robar, barato pero aerodinámico, válidos para otros modelos de piaggio zip;Compatibles con varios modelos de zip;negativo
Ideal para moverse con seguridad y comodidad en lugares muy concurridos. Además, es impermeable y bastante transpirable.;Proporciona seguridad y comodidad.;positivo
Revisando viejas compras, este pendrive murió en menos de dos años. No es el que menos me duró pero tampoco fue de los mejores que tuve;Poco duró;negativo
Buen café, lo compro a menudo y no me canso de el. Lo recomiendo para cuando queremos un café bueno a buen precio.;Buen café;neutro
Se pegan muy facil los pelos de lo perros tanto largos como cortos;.;positivo
No he encontrado grandes recetas. He hecho varias y no han sido los mejores panes que he hecho. He encontrado mucho más información y mejores recetas en internet. El libro no tiene ni índice.;Mejor buscar recetas en internet;negativo
Fácil de usar, algo ruidosa, depósito pequeño, buen surtido de marcas y productos, por lo que cuesta es casi perfecta.;Buena relación calidad /precio, variedad de productos;neutro
"Me resultó muy útil y práctico el vídeo explicativo a la hora de instalar el protector; siguiendo los pasos, queda perfecto. Además al ser tres unidades, cada una de ellas viene acompañada de su pack con todos los accesorios como gamuza, pegatinas. Muy buena relación calidad-precio.";Buen producto;positivo
Me ha llegado en el plazo previsto muy bien y vienen muchos globos;Lo recomiendo;positivo
Me lo envían con correos expres y ahora me dicen que vaya a mi oficina de correos a recogerlo, si llego a saber esto no lo compro, ademas en Amazon me pone que está entregado y a mi no me han entregado nada, que mala experiencia;Fatal el envío;negativo
Las aristas que tiene la goma que sujeta lo sobrante tras ajustar provocan gran incomodidad, se clava constantemente en la piel y te recuerda cada segundo que lo llevas puesto. No lo recomiendo;Muy incómodo;negativo
Cumple su función. Lo uso en casa para tocar con batería electrónica.;Es para lo que es;neutro
Está muy buena, se puede diluir el contenido del envase con dos envases de agua porque está muy concentrada como una pasta.;La sopa clasica de toda la vida muy buena;positivo
Muy baratas y quedan muy bien, pero son algo duras, los niños no podían usarlas cómodamente. Incluso a los adultos les costaba trabajo. Pero decoran muy bien una mesa dulce.;Bueno para decoración, pero duras de usar;negativo
La calidad del articulo y el diseño, junto con la rapidez del servicio lo hace perfecto;Todo en conjunto;positivo
Todavía no ha llegado. Estoy a la espera de que esta semana lo entreguen. Nunca se habían retardado en un envío .;Pedido sin entregar;negativo
Muy conveniente pues ademas de cargar el mac puedo cargar otros dos dispositvos con las dos entradas USB, y es muy apropiado para sobremesa;Cumple perfectamente las expectativas;neutro
Material de calidad, práctico y cómodo.;Ideal;positivo
No está mal, teniendo en cuenta su precio. Lo malo es que utiliza pilas, con el engorro que es comprarlas y que no tiene potencia como si fuera con batería.;Lástima que vaya con pilas;negativo
El producto viene bien presentado, el tablero se pliega, donde se puede guardar las piezas en su bolsa correspondiente. Es comodo de llevar a cualquier sitio ya que no pesa mucho. Las piezas tienen un tamano adecuado con iman en la base para que no se caigan, esto te permite jugar en cuanquier superficie no liso. Material de buena calidad y bonito.;Buen juego;positivo
Después de dos meses ni me a llegado...el vendedor a cambiado la fecha de entrega como seis veces... Fatal no volveré a comprar a este comprador;No llegó nunca;negativo
En realidad, menos el de avellana y el de almendra, el resto de sabores no está nada conseguido. Solo es café.;Algunos sabores no están conseguidos;negativo
Bueno, para no tener mucho tiempo para pintar las uñas está bien, pero no es muy buena la pintura.;Lápiz punta uñas.;negativo
Después de dos meses de uso ya se han roto un par: desilachados y sueltos. No sé si lo volvería a comprar.;Baratos pero no muy buenos;negativo
Diseño muy bonito porque no deja de ser una copia. Tela plastificada que no pierde las arrugas del embalaje, huele fuerte a manufactura china. Lo peor las asas de plástico puro y las medidas porque al no estar bien acabados miden todos ligeramente diferentes. En resumen: bonito pero malo.;Chino puro;negativo
Perfectas cajas para guardar el embutido, queso y el pavo cortado en la nevera, ocupan muy poco espacio., y son desmontables para mejor limpieza;perfecto;positivo
En ocasiones cambia lento de canal, pero por precio esta genial;Buen precio;positivo
Lo devolví. Eran demasiado pequeños los huecos. No me gusta las pastillas de jabon tan pequeñas. Mucho trabajo para luego un resultado así.;Marta p.;negativo
Sencillamente no funciona, y lo he probado con varios aparatos y con varios cascos bluetooth. La transmisión tiene un ruido de fondo muy fuerte, se conecta y desconecta cada dos por tres. En fin, francamente mal.;Devuelto;negativo
Solo cabe un carbón en el interior pero suficiente para un tiro bueno . Le daria la quinta estrella si pudiera meter dos carbones , aun que el tiro es bueno , la duración es menor . Por el resto muy recomendable y el envío rapidísimo .;Recomendable;positivo
A mi tambien me a llegado sin caja, envuelto en un carton y manchado. Aun no lo e hinchado, espero que no este pinchado.;Regu regu;negativo
El envío y el artículo bien. Pero después de cuatro meses reclamando la factura . no hay forma de que me la den. A esto se le llama vender sin factura................y el IVA?????;No han facilitado la factura con IVA;negativo
Es de mala calidad nada más me duró una semana;Malísimo;negativo
Después de esperar mes y medio no me llegó, tuve que pedir el reembolso del pedido. El pendrive funciona muy bien porque tengo uno comprado en otro sitio pero este proveedor no es serio;Dan;negativo
Cumple con la funcion que dice pasar el sonido digital de la smartv al equipo de musica analogico. funciona perfectamente;Perfecto cumple con su funcion;positivo
Encaja perfectamente, es un poco más blanda de lo que me esperaba...y sí, trae las bisagras, aunque de plástico duro. Buena compra;Encaja perfectamente. Un poco blanda;positivo
Otro de los varios complementos aparte de la dieta que tomo. Este complemento le ayudaría a bajar de peso y tiene propiedades antioxidantes. Que si lo sumas con varias cosas mas es una ayuda al entrenamiento.;Bajar peso;positivo
Después de más de un mes no me ha llegado.;No me llegó;negativo
Buen regalo. Le encantó a mi sobrino y ya está viendo cosas por el microscopio. Lo recibí muy bien embalado con una etiqueta de frágil para protegerlo.;Util;negativo
No me han dado lo solución a mis pies. No han encajado en mis problemas. Es mi problema no se puede achacar a las plantillas que considero pueden ser muy válidas.;Es difícil dar y resolver los problemas de cada persona;negativo
Genial, calidad precio muy bueno!;Bastante bueno!;positivo
El cable cumple con su cometido. Relación calidad-precio genial.;Transferencia Perfecta;positivo
La muñeca es bonita,pero el envase ha llegado roto y era para un regalo;Es bonita;positivo
El producto tiene una calidad pésima;Mala calidad;negativo
La casita bien, lo de dentro de cartón!;Cartón los adornos de la casa;negativo
Ideal para transportar cargas en el camping o del apartamento a la playa. El plegado está bien para ello grande que es el carro.;Carro ideal para transporte;positivo
Es alto y estrecho y si levantas hasta el tope,no es todo lo estable que ae desearía. Levanta con mucha facilidad tres toneladas,(no probe con mas)..;Potente,pero inestable;negativo
Me ha encantado por su diseño. A la hora de guardar, se desmonta y se queda como el mas grande.;Buen diseño;negativo
Producto de calidad y funcionan perfectamente las recomiendo.;REALMENTE BUENO;positivo
Buen producto y precio justo. No vale la pena pagar por afilar.;Inmejorable relación calidad precio;positivo
Me encantan y son super cómodos.;Bonitos y comodos;positivo
No avisan franja horaria de entrega. No te puedes mover de casa esperándolo. Mala gestion transportista. Deberían avisar la hora aproximada de entrega.;Lucía y ya está;negativo
los zapatos en si estan muy bien,son comodos,con buen diseño,marca reconocida....lo unico es que me rozan un poco en el pie derecho en la parte de atras,aunque no es culpa de este zapato concreto practicamente solo la marca fluchos o geox son los que no me producen ese roce,en temas precio calidad estan super bien. En mi caso pedi la 44 y me estan bien que es el numero que habitualmente compro. Un saludo;zapatos de buena calidad y diseño;positivo
Para el precio que tien cumple su funcion.;buena calidad;positivo
Difícil de dar una opinión. ¡Nunca recibí mi pedido!;Frustrado!;negativo
Al no tener brillo l calidad baja;Calidad precio;positivo
Un producto muy malo no larga nada y creo que hasta se me han caído;Deberían de realizar este producto;negativo
Está bien . Funciona bien. Cambia de luz y más cosas. Pero para abrirlo es un engorro. Se gira muy mal la tapa, no tiene ningún botón ni nada. Siempre derramo agua de dentro al por fin conseguir abrirlo. Si sé esto antes de comprarlo apuesto por uno más caro.;Muy mal para abrir;negativo
Lleva un acoplamiento que no vale para la mayoria de los grifos, me ha defraudado, se vende como que vale para casí todo, saludos.;No vale para la mayoria de los grifos;negativo
Mala calidad no se ajusta a la pantalla, no merece la pena. Todo el marco del cristal queda despegado entra suciedad y pierde sensibilidad;Mala calidad;negativo
Me llegó el producto y vimos que o no es nuevo o es de exposición porque tiene todas las maderas marcadas por el sol.;El producto no es nuevo del todo,;negativo
Buena calidad. No suelta prácticamente pelos, unos pocos al principio, nada importante. Recomendable.;Cumple con su cometido;positivo
No sé puede apagar, está todo el rato consumiendo pila por lo que es necesario quitarla.;Lo peor es el apagado;negativo
Son bastante pequeños. Esperaba que fueran como los que trae la consola.;Pequeños;negativo
Ha cubierto nuestras expectativas. Buena relación calidad precio.;Excelente terminación;positivo
Es un buen producto, al principio cuando la recibí, pensé que era demasiado fina, que lo es ,pero yo además de la cinta que lleva para recogerla bajo, le pongo unas pinzas gigantes para sujetarla, pues con el aire se levanta, y sin ningún problema.. De momento ha soportado unas cuantas tormentas de verano, no se como se porta'ra con lluvias fuertes , pero pasa con sobresaliente alto.;Buena alternativa para la lluvia;negativo
El producto es de muy buena calidad, únicamente que llegó la bolsa que contiene las bolsas abierta por un lateral y las bolsas interiores con un doblez en la zona de la mitad pero sin quedar arrugas, por lo demás el envío muy rápido y la caja también perfecta sin golpes. Volvería a comprar únicamente que si llegase igual, ésta vez si lo devolvería.;Envío rápido y buen producto.;positivo
Muy buena tele Buena definicion El smart tv va genial Botones directos netflix y amazon Por decir algo la tele se compro blanca pero el mando es negro... Tengo otra lg blanca y vino con su mando blanco;Imagen y smart tv increibles;positivo
"Producto original a un precio muy competitivo, pero valoro con 3 estrellas porque es la tercera que tengo; dura de media 1 año antes de romperse. Un reloj premium debería tener una correa mejor.";Correa endeble;negativo
Práctica y didáctica mejor de lo que me esperaba.;Reúne las espectativas.;neutro
"De momento, el mejor que he probado. No se atasca y es llevadero ejercitar los musculos faciales. Tras unos 3 minutos la cara se nota que esta ""working out""";Funciona;negativo
Cuidado con este vendedor, a mi no me enviaron el mismo producto. Hice una primera compra de una unidad y me gusto mucho por eso hice un segundo pedido de cuatro unidades mas y la sorpresa es que no son iguales a la foto anunciada. Así ya no me interesan pero como no puedo devolverlos me los quedaré para regalar, la inversión no es importante pero la decepción sí.;no me enviaron el mismo producto;negativo
Buen material, resistente, bien diseñado y cosido, no lo he colocado aún asi que el producto de pegar no se como sera, pero se nota de calidad;Muy bien igualito que en la foto;negativo
Un micrófono con un diseño muy moderno (parece un altavoz) color aluminio, muy fácil de instalar , funciona muy bien, instrucciones en español lo cual para mí es muy importante, genial;Buena relación calidad precio;positivo
Me llego en color plateado y la pedi blanca, aún asi el diseño es muy bonito y facil de colocar;Original;neutro
son ideales para niños de 3 a 5 años por el tamaño. la tela es un poco fina. pero para un regalo de cumple está fenomal.;IDEALES;negativo
He recibido el embalaje pringoso, lleno de un aceite extraño y abierto, es decir, claramente es un producto que ya se ha usado. Además, el botón de encendido solo enciende, no apaga. No sé si esto es normal ya que no dice nada en las instrucciones. ¿Se apaga solo si no está cargando? No sé qué tal funciona porque lo acabo de recibir pero de primeras, el embalaje muy mal.;EMBALAJE USADO Y SUCIO;negativo
Cómo cámara deja bastante que desear. Tener que enfocarla manualmente es un defecto. En vídeo mete mucho ruido y solo alcanza resolución HD a 10 fps. Según que aplicaciones, puede ser una buena compra. Por lo demás, es una cámara fiable. No se calienta y no suele fallar.;No es nada del otro mundo;negativo
es bonito, queda muy bien en auto, diferente a todos los ambientadores, pero el olor no dura apenas, no volveria a comprar.;bonito pero no practico;negativo
Me llegó en muy malas estado aplastado muy mal presentado y una talla más grande de la que pedí muy mal.;Felipe;negativo
No me ha gustado nada ya que es un libro de segunda mano compre 12 libros y no especificaba bien que eran de segunda mano ,nadie se hizo cargo de los gastos de envío al intentar devolverlo , más caro hacer la devolución que quedarme con el libro , usado , fatal.;Muy muy malo;negativo
El producto vino muy bien embalado y protegido. Al abrir el paquete vés muchas piezas y bolsas con tornillos y para colmo las instrucciones en inglés y además muy justas ya que no explican nada sobre el montaje real de la lámpara. Después de dar algunas vueltas a la cabeza y descifrar el puzzle queda la lámpara montada. Eso sí, sobran algunos tornillos, tacos y ficha de empalme (para liar un poco más) ya que si no sabes nada de electricidad te será complicado saber como conectarlos ya que según el dibujo de las instrucciones hace falta un cable el cual no suministran y es necesario para la conexión a red. Bueno, lámpara montada y muy bonita eso si. Da mucha iluminación en estancias grandes. Para mi gusto le vendría bien un regulador de potencia. Le resto estrellas por la mala confección de las instrucciones y la poca calidad del led y el servicio del vendedor . Dejo en fotos instalación de la lámpara para ayudas futuras. Año y medio de uso y una de las luces led está fundida. Con garantía aún y el vendedor no soluciona el problema. Esperando solución.;Led de poca calidad;negativo
Me ha encantado el maillot. No es un cortavientos pero es ideal para días frescos de otoño o primavera. Muy cómodo. Una prenda muy recomendable.;Ideal para entre tiempo.;positivo
Está muy bien empaquetado y el producto se ve que tiene calidad para durar un tiempo pero los bordes no se pegan correctamente, dejando un cerco de aire. Funciona pero no está bien acabado.;No se pegan los bordes;negativo
La tela es malísima y parece plastificada.Yo pensé que era algodón pero no y se ve horrible,lo único bonito el cuello de rayas con las mangas.;Tejido y prenda de mala calidad;negativo
el paquete fue dejado a un vecino sin mi consentimiento, aun advirtiendo a Amazon que no doy permiso a entregarlo en otro domicilio. Días antes del acordado llegó y sin avisar. en plenas fiestas he tenido que esperar que el vecino me lo entregara y se quejó la comunidad de vecinos por el comportamiento insistente de ese repartidor en dejar el paquete a la fuerza;Mas vigilancia con los repartidores;negativo
Me parecen muy pequeñas las hojas;hojas pequeñas;neutro
Ya he grabado varias cintas y va muy bien aunque no sé cómo hacerlo para que cada canción sea un archivo. Se me graba toda la cara de la cinta en un archivo audio. Y lo q no me gusta es q las explicaciones vienen en inglés que aunque lo medio entiendo, justo en el párrafo de cómo grabar las canciones en archivos sueltos no está muy bien explicado. Pero vamos, ha valido la pena.;Por fin puedo tirar mis cintas;negativo
Entretenido pero espera algo más. Alguna historia buena, otras no tanto.;Regular;neutro
Es el segundo que compro, el primero recibió un golpe y se fue resquebrajando poco a poco pero protegió el cristal del reloj. Cumplió con su cometido y luego es muy fácil cambiarlo. Reloj salvado. Perfecto;FANTASTICO;positivo
No lo recomendaria porque uno de los dos paraguas solicitados llego estropeado y ademas no son de tan buena calidad.;uno de los dos paraguas solicitados llegó estropeado;negativo
Esto nunca me a llegado lo pedí en septiembre no estaba en casa por q me puse de parto pero pone entregado;Liliana de la cruz;negativo
Huele mucho a plástico. Las costuras por dentro sin remate, por lo que se acabarán deshilachado y enganchando con la cremallera. Yo les he dado un repunte para que la mochila le dure. La mochila en sí no es cara pero la calidad no es buena, es de bazar chino.;Mala calidad;negativo
No me lo han mandado y le di a reembolso y tampoco me han devuelto el dinero;No entregado ni reembolsado;negativo
"Todo correcto..pero reproduciendo DVD, si conecto las luces del coche, sigue reproduciendo la música del DVD, la pantalla se pone azul..y pone un mensaje de ""rear camera""...la cual no he llegado a instalar ni quiero. Si se solventa el problema pondré 5 estrellas.";Fallo en pantalla al conectar luces del coche;negativo
Me encanta coleccionar estas figuras de Funko Pop! quedan genial en la estantería y los hay de todas tus series y pelis favoritas. Como regalo quedarás genial, y si es para ti te encantará. Los de Star Wars y Marvel se les mueve la cabeza con un muelle.;Fantastico;positivo
LA FUNDA BIEN, PERO PARA EL PRECIO QUÉ TIENE TENÍA QUÉ LLEVAR CRISTAL, NO UN PLÁSTICO;FUNDA;negativo
No se nota ninguna diferencia entre usar o no este producto (alternando una semana de uso con otra sin él durante un mes).;Ineficaz;negativo
Muy útil, he conectado una televisión Samsung a un Mac y no he tenido ningún problema. Muy bien.;Sin problemas;negativo
Vendedor impresentable, no envío el producto y tras un mes aún no ha hecho la devolución.;Sinvergüenza!!!!;negativo
Mi niño lleva más de un año con ella y funciona como el primer día, es muy fluida y va perfectamente, el esta encantado con ella,la recomiendo 100%;Simplemente perfecta;positivo
Siguiendo instrucciones es Imposible sincronizar los dos auriculares con el teléfono. Se ha cambiado el idioma del inglés al chino. Sólo se oye el auricular izquierdo.;Mal funcionamiento;negativo
La funda se ajusta perfectamente , es muy ligera y . Deja varios milímetros de protección para la cámara. Cómo puntos negativo no deja unos milímetros para la parte delantera y los podría incluir para que protege la pantalla de arañazos.;Funda sencilla y discreta;negativo
Es una estafa, no me ha llegado, lo he tenido que pedir dos veces y aun así sigue sin llegarme... llevo un mes y medio esperando y aquí no llama nadie y encima te dicen todo el rato que esta en camino pero va con retraso... y una mierda no llega nunca! No comprar a este vendedor es una estafa!;Estafa;negativo
